57.2,236.6
15.6,298.7
8.7,213.2
25.2,271.9
21.6,198.0
42.6,156.8
66.8,104.4
28.8,238.6
66.4,341.0
53.7,36.1
49.6,295.7
40.5,13.8
58.6,12.5
64.1,139.5
12.4,157.9
23.9,69.1
25.9,257.7
17.2,310.3
53.1,185.0
34.6,134.0
23.7,168.4
68.0,239.8
42.7,233.6
11.4,322.2
56.9,96.0
58.2,90.2
37.2,221.4
56.8,304.5
51.2,108.4
50.8,144.4
12.0,88.9
39.9,30.2
42.8,92.8
44.4,2.0
30.6,112.0
19.3,121.8
43.7,202.7
22.9,201.3
26.7,80.7
9.6,241.1
48.4,118.6
36.6,208.8
67.8,63.1
39.4,114.1
17.8,343.7
48.3,23.2
25.4,267.1
58.1,124.9
57.2,139.8
27.7,35.8
67.5,102.9
66.9,20.3
69.8,286.5
9.2,309.5
64.2,206.5
31.1,230.1
9.7,221.2
20.5,322.0
57.8,231.0
24.3,60.3
7.1,53.1
38.0,242.1
15.5,26.7
29.9,173.2
12.3,170.9
68.2,146.5
23.0,210.4
35.3,246.3
22.4,108.6
55.5,184.9
33.8,94.9
35.0,127.2
9.6,331.0
57.0,55.1
43.5,311.3
45.6,70.9
66.3,229.2
37.4,238.1
61.0,331.3
11.6,195.8
12.2,44.2
12.6,19.4
54.7,101.1
10.8,302.5
44.2,266.5
31.3,227.4
19.3,119.8
51.5,31.0
24.9,232.6
17.9,315.6
43.3,83.5
30.6,251.6
44.3,25.9
53.4,169.1
47.9,330.4
55.8,293.4
14.7,9.9
63.9,63.1
39.0,338.0
69.0,0.0
25.6,210.7
18.9,165.3
52.3,84.6
60.1,270.2
9.1,299.7
55.0,343.7
53.1,126.5
9.4,59.5
66.3,187.8
53.3,311.9
26.6,334.9
29.7,265.8
50.7,168.4
55.4,91.1
68.1,79.6
27.6,155.2
46.3,187.8
58.9,64.6
32.8,202.3
58.4,159.1
59.4,247.7
47.0,318.6
42.3,194.1
63.7,230.3
17.1,190.0
48.8,37.7
33.5,346.5
40.5,112.3
35.1,149.2
22.5,14.0
8.6,98.4
65.2,300.8
41.4,223.8
21.9,135.8
61.9,267.9
30.1,293.0
34.8,309.3
52.8,135.9
13.0,312.1
40.6,56.0
69.4,48.8
14.7,138.2
44.7,192.4
68.2,243.1
37.5,172.9
56.9,56.5
39.6,173.0
57.3,158.5
15.0,216.1
44.4,22.6
49.3,159.0
39.5,252.0
59.2,128.8
66.7,1.6
