69.9,358.0
50.3,358.0
59.6,357.9
69.3,357.8
31.3,357.8
37.9,357.8
10.5,357.7
56.9,357.7
18.7,357.6
50.4,357.6
10.8,357.6
19.3,357.6
69.1,357.5
13.1,357.5
37.6,357.4
33.6,357.4
61.0,357.4
27.5,357.4
64.2,357.3
28.6,357.3
23.0,357.3
27.4,357.3
26.6,357.3
50.2,357.2
43.9,357.2
12.5,357.2
32.5,357.2
9.9,357.2
21.0,357.2
20.1,357.1
53.1,357.1
24.0,357.1
15.3,357.0
16.9,357.0
9.5,357.0
43.4,357.0
64.1,357.0
27.2,356.9
12.6,356.9
10.8,356.8
37.4,356.8
11.5,356.8
65.9,356.8
60.8,356.8
24.9,356.7
55.8,356.7
62.9,356.6
38.2,356.6
65.3,356.6
58.5,356.6
27.3,356.6
47.2,356.5
51.6,356.5
64.6,356.5
55.3,356.4
67.8,356.4
67.5,356.4
65.0,356.4
15.0,356.3
33.5,356.3
53.9,356.3
38.0,356.2
18.4,356.1
34.2,356.0
41.6,356.0
21.1,356.0
43.1,356.0
13.3,355.9
29.6,355.8
52.6,355.8
27.2,355.7
12.7,355.6
52.3,355.6
10.8,355.6
31.6,355.5
59.2,355.5
13.6,355.5
40.2,355.5
30.5,355.4
22.3,355.4
27.8,355.3
15.9,355.3
65.7,355.3
23.2,355.3
66.4,355.2
11.9,355.2
48.9,355.1
62.0,355.1
67.9,355.1
9.8,355.0
25.7,355.0
13.8,355.0
19.7,355.0
59.6,355.0
29.7,354.9
17.0,354.8
17.4,354.8
46.6,354.8
19.2,354.8
30.0,354.8
56.4,354.8
69.6,354.7
65.1,354.7
39.3,354.7
12.1,354.6
67.8,354.6
25.6,354.5
13.2,354.4
23.6,354.4
55.4,354.4
26.3,354.3
49.0,354.3
66.3,354.3
28.2,354.3
39.8,354.3
59.5,354.2
14.8,354.2
59.2,354.2
56.6,354.2
45.8,354.1
38.0,354.1
20.5,354.1
47.9,354.0
12.2,354.0
10.5,354.0
24.4,354.0
21.5,354.0
10.2,353.9
50.3,353.9
33.0,353.9
7.4,353.9
34.2,353.9
54.5,353.8
54.5,353.8
19.2,353.8
47.4,353.7
39.1,353.7
7.5,353.6
36.5,353.6
26.5,353.6
40.0,353.6
17.9,353.6
30.7,353.5
37.0,353.4
13.7,353.4
21.8,353.4
60.5,353.3
19.6,353.3
32.0,353.2
19.5,353.2
41.8,353.2
18.4,353.1
32.8,353.1
32.3,353.1
42.3,353.0
48.5,353.0
44.4,352.9
69.9,352.9
59.2,352.9
7.5,352.9
59.8,352.8
24.6,352.8
32.2,352.8
52.3,352.7
52.7,352.7
57.3,352.6
61.6,352.6
28.5,352.6
65.1,352.6
30.0,352.6
43.8,352.5
48.6,352.5
43.1,352.5
67.4,352.4
58.8,352.4
31.1,352.3
9.6,352.3
11.0,352.3
12.6,352.2
33.1,352.2
15.8,352.1
32.9,352.1
67.3,352.1
38.9,352.1
63.8,352.1
47.1,352.1
31.5,352.0
9.5,352.0
64.7,352.0
29.9,352.0
46.6,351.9
61.5,351.8
30.8,351.8
60.5,351.7
64.3,351.7
32.5,351.7
18.6,351.6
44.6,351.6
36.8,351.6
32.2,351.6
20.1,351.5
70.0,351.5
53.7,351.5
38.3,351.5
51.0,351.5
8.8,351.5
26.6,351.4
56.7,351.4
58.0,351.4
39.1,351.4
35.1,351.4
58.3,351.3
10.7,351.3
23.5,351.2
55.3,351.2
14.8,351.1
21.6,351.1
63.0,351.1
14.2,351.1
27.0,351.0
65.7,351.0
54.5,351.0
25.4,350.9
33.8,350.9
65.0,350.8
56.8,350.8
17.8,350.8
37.0,350.8
9.5,350.8
57.9,350.8
31.8,350.8
36.6,350.8
38.2,350.8
20.7,350.7
52.4,350.7
52.3,350.7
23.5,350.7
46.0,350.6
19.7,350.6
26.7,350.5
22.6,350.4
67.1,350.4
55.3,350.4
44.6,350.4
37.5,350.3
51.7,350.3
24.3,350.3
10.3,350.3
49.1,350.3
27.4,350.2
29.3,350.2
37.2,350.1
18.5,350.1
37.1,350.1
57.3,350.1
62.2,350.1
62.8,350.1
60.2,350.0
12.6,349.9
36.4,349.9
12.9,349.9
19.8,349.9
15.5,349.8
58.3,349.8
14.8,349.8
65.0,349.8
27.9,349.7
68.5,349.7
40.5,349.6
43.0,349.6
44.3,349.5
17.4,349.4
34.3,349.4
30.1,349.4
45.2,349.3
69.4,349.3
18.5,349.2
16.3,349.2
40.3,349.2
43.7,349.1
38.8,349.1
31.7,349.1
61.8,349.0
41.1,349.0
70.0,348.9
29.4,348.9
38.6,348.9
15.7,348.9
31.7,348.8
34.5,348.8
48.4,348.8
17.5,348.8
39.9,348.6
50.2,348.6
28.4,348.6
15.8,348.6
37.2,348.6
58.2,348.5
22.9,348.5
27.8,348.4
26.3,348.3
69.4,348.3
9.9,348.3
15.3,348.2
60.3,348.2
28.0,348.2
12.2,348.2
26.7,348.1
14.2,348.1
34.6,348.1
19.5,348.1
65.6,348.1
55.2,348.0
28.9,347.9
25.2,347.9
61.2,347.9
59.3,347.8
33.0,347.8
60.2,347.8
24.3,347.6
28.7,347.6
37.6,347.6
58.8,347.6
20.7,347.5
54.4,347.5
13.9,347.5
55.2,347.5
28.7,347.5
34.8,347.5
45.5,347.4
35.8,347.4
23.3,347.4
52.7,347.4
40.1,347.4
56.1,347.3
38.6,347.3
29.1,347.3
41.9,347.2
13.5,347.2
25.8,347.2
37.0,347.2
9.0,347.2
31.9,347.2
32.5,347.1
15.1,347.1
21.9,347.1
21.3,347.0
27.1,346.9
63.9,346.9
53.1,346.8
31.3,346.8
36.8,346.7
16.6,346.7
37.5,346.7
62.6,346.6
13.0,346.6
36.0,346.6
18.1,346.4
25.6,346.3
50.7,346.3
58.5,346.3
40.8,346.3
27.2,346.3
62.6,346.3
35.6,346.2
51.0,346.2
62.9,346.2
19.4,346.2
15.0,346.2
36.8,346.1
36.1,346.1
19.2,346.1
31.2,346.1
37.0,346.1
60.3,346.0
69.3,345.9
14.4,345.9
48.6,345.9
63.7,345.9
62.1,345.8
27.7,345.8
40.2,345.8
21.0,345.8
43.7,345.8
68.2,345.8
59.3,345.7
54.5,345.7
10.4,345.6
32.7,345.6
37.1,345.6
32.3,345.5
33.4,345.5
41.7,345.5
26.3,345.4
28.3,345.4
29.9,345.3
12.6,345.3
28.4,345.3
29.5,345.2
21.4,345.2
45.5,345.2
59.0,345.1
20.9,345.1
64.0,345.1
67.0,345.1
13.6,345.0
54.6,345.0
12.2,345.0
12.1,345.0
40.0,344.9
8.8,344.9
27.0,344.8
8.5,344.8
36.4,344.8
46.0,344.8
51.5,344.8
11.3,344.7
24.5,344.7
51.2,344.7
13.8,344.7
43.4,344.7
21.2,344.7
45.0,344.7
25.9,344.7
51.2,344.6
27.2,344.5
7.0,344.5
24.0,344.5
22.0,344.5
30.2,344.4
8.5,344.4
36.1,344.4
61.4,344.3
42.5,344.3
56.6,344.3
51.5,344.3
49.5,344.3
49.9,344.3
21.5,344.3
18.7,344.1
23.2,344.1
61.8,344.1
26.3,344.1
28.0,344.1
31.7,344.1
10.6,344.0
52.1,344.0
66.8,344.0
50.2,344.0
14.8,344.0
56.4,344.0
28.1,344.0
62.4,343.9
32.1,343.8
66.7,343.8
56.5,343.8
25.4,343.7
51.7,343.7
59.4,343.7
27.4,343.7
52.7,343.6
41.6,343.6
35.4,343.6
49.6,343.4
38.7,343.4
10.0,343.3
35.0,343.3
38.9,343.3
30.5,343.3
23.4,343.3
42.0,343.2
66.0,343.2
56.6,343.2
52.5,343.2
37.5,343.1
66.7,343.0
42.8,343.0
68.5,343.0
28.7,343.0
38.1,343.0
53.7,343.0
58.2,343.0
7.4,342.9
57.9,342.9
47.5,342.9
67.0,342.9
56.2,342.9
42.9,342.7
43.2,342.7
8.1,342.6
55.2,342.5
60.1,342.5
37.7,342.5
41.3,342.5
10.1,342.4
15.9,342.4
23.4,342.4
26.9,342.4
19.3,342.3
10.4,342.2
61.2,342.2
69.3,342.2
13.9,342.2
14.1,342.1
18.6,342.1
11.7,342.1
28.9,342.1
21.3,342.0
40.6,342.0
35.4,342.0
37.0,342.0
17.4,342.0
20.6,342.0
59.6,342.0
36.0,341.9
17.3,341.8
14.0,341.8
30.8,341.7
32.2,341.7
23.7,341.7
42.1,341.6
8.9,341.6
14.5,341.6
43.5,341.6
53.1,341.5
22.3,341.5
32.1,341.5
67.3,341.5
22.6,341.5
11.3,341.4
29.3,341.4
57.3,341.4
60.4,341.4
63.9,341.4
38.0,341.4
20.9,341.4
53.9,341.3
15.9,341.3
43.4,341.2
43.4,341.2
69.5,341.2
52.7,341.2
16.8,341.2
49.9,341.1
29.1,341.1
35.0,341.1
7.1,341.0
67.6,341.0
45.5,340.9
16.1,340.9
7.3,340.8
12.9,340.8
27.7,340.8
17.4,340.8
53.0,340.8
17.5,340.8
28.5,340.7
40.0,340.7
37.8,340.6
60.2,340.6
35.7,340.6
56.4,340.5
55.4,340.5
15.2,340.5
39.9,340.5
9.6,340.4
52.2,340.3
12.4,340.3
19.0,340.3
41.1,340.3
43.4,340.2
10.1,340.2
16.2,340.1
32.9,340.1
38.9,339.9
26.3,339.9
20.3,339.9
29.8,339.9
38.4,339.9
39.3,339.9
55.6,339.8
36.6,339.8
16.5,339.8
56.2,339.8
47.1,339.7
67.7,339.7
24.0,339.7
25.7,339.6
32.3,339.6
59.8,339.6
13.2,339.5
38.1,339.4
28.9,339.4
31.7,339.4
40.0,339.3
38.4,339.3
36.1,339.3
57.7,339.3
43.4,339.2
27.0,339.2
37.1,339.2
47.3,339.2
27.3,339.1
10.1,339.1
58.1,339.1
47.3,339.1
42.8,339.1
28.4,339.0
25.9,339.0
69.6,339.0
46.5,338.9
29.9,338.9
47.4,338.9
18.5,338.9
50.9,338.8
31.4,338.8
39.5,338.7
64.6,338.6
13.3,338.6
17.0,338.5
23.1,338.5
36.9,338.5
47.3,338.4
43.8,338.4
43.7,338.4
69.5,338.3
16.2,338.2
68.6,338.2
60.5,338.2
55.4,338.2
38.8,338.1
38.7,338.1
67.5,338.1
43.7,337.9
62.9,337.9
69.6,337.9
68.1,337.9
48.5,337.9
40.2,337.9
63.1,337.9
39.0,337.8
24.8,337.8
45.3,337.8
66.7,337.8
43.2,337.7
22.8,337.6
53.3,337.6
46.6,337.6
38.3,337.6
40.9,337.6
68.9,337.5
47.6,337.3
65.6,337.3
41.4,337.2
55.8,337.2
35.3,337.2
58.3,337.1
23.0,337.1
64.8,337.1
56.9,337.1
65.9,337.1
28.0,337.1
15.1,337.0
31.1,337.0
39.4,337.0
27.3,337.0
57.1,336.9
33.3,336.9
34.4,336.8
16.0,336.7
50.8,336.7
28.9,336.7
15.5,336.6
22.1,336.5
28.8,336.5
17.8,336.4
57.2,336.4
63.6,336.4
51.6,336.4
42.0,336.4
12.0,336.4
55.6,336.4
42.6,336.3
43.4,336.3
48.8,336.3
34.7,336.2
43.9,336.2
49.9,336.2
45.2,336.2
29.4,336.1
18.0,336.0
53.5,336.0
45.7,336.0
14.7,336.0
22.8,335.9
45.2,335.9
13.1,335.9
50.4,335.9
67.4,335.9
30.6,335.8
15.5,335.8
19.5,335.8
30.8,335.7
20.9,335.7
20.4,335.7
52.7,335.6
40.1,335.6
32.8,335.6
59.7,335.6
54.6,335.5
22.1,335.5
9.4,335.4
66.3,335.4
20.8,335.3
47.5,335.3
23.3,335.3
31.5,335.2
35.7,335.2
35.1,335.2
36.7,335.1
53.0,335.1
45.0,335.1
25.4,335.0
64.0,335.0
9.3,334.9
59.9,334.9
12.9,334.8
16.5,334.8
16.0,334.7
38.3,334.7
16.4,334.7
26.8,334.7
13.4,334.6
23.6,334.6
23.1,334.6
23.0,334.6
10.4,334.5
39.0,334.5
53.6,334.5
55.8,334.5
57.5,334.5
50.0,334.5
23.4,334.4
29.1,334.4
65.6,334.4
34.1,334.3
26.8,334.3
58.5,334.3
65.4,334.3
58.8,334.2
59.4,334.2
34.3,334.1
63.3,334.1
23.3,334.1
38.5,334.0
19.1,334.0
13.4,334.0
63.4,334.0
8.6,334.0
35.2,334.0
68.1,334.0
21.4,334.0
33.3,333.9
60.8,333.9
58.4,333.9
31.8,333.8
55.4,333.8
54.0,333.8
59.9,333.7
9.8,333.7
26.3,333.7
24.0,333.6
13.2,333.6
7.1,333.6
33.9,333.6
54.8,333.6
54.3,333.5
38.5,333.5
44.5,333.5
65.6,333.4
30.0,333.4
11.3,333.4
45.1,333.3
18.1,333.2
20.4,333.2
17.1,333.2
19.6,333.1
61.3,333.1
37.0,333.1
52.7,333.0
45.8,333.0
33.9,333.0
38.6,332.9
21.1,332.9
44.5,332.9
37.7,332.9
59.6,332.9
23.1,332.8
50.5,332.8
30.6,332.8
13.7,332.8
20.5,332.7
69.1,332.7
7.7,332.6
66.2,332.6
58.5,332.6
45.4,332.6
14.8,332.6
21.0,332.5
24.7,332.5
63.7,332.5
29.0,332.5
69.1,332.5
21.1,332.4
13.3,332.4
49.1,332.3
36.6,332.3
60.2,332.3
7.0,332.2
55.6,332.2
57.4,332.1
7.1,332.1
60.1,332.1
53.3,332.0
69.2,332.0
69.9,332.0
24.2,332.0
59.5,331.9
45.2,331.9
27.1,331.8
16.6,331.8
37.5,331.8
14.5,331.8
64.1,331.8
42.2,331.8
44.9,331.7
27.7,331.7
15.2,331.6
42.0,331.6
55.7,331.6
51.5,331.5
48.8,331.5
15.5,331.5
37.1,331.4
68.0,331.4
17.5,331.4
63.8,331.3
55.7,331.3
49.2,331.2
47.1,331.2
17.5,331.1
19.3,331.1
31.0,331.0
29.8,331.0
7.7,331.0
55.7,331.0
30.8,331.0
48.6,330.9
46.4,330.9
34.3,330.9
55.8,330.9
36.4,330.9
57.7,330.8
8.7,330.8
48.0,330.7
20.2,330.7
65.5,330.7
51.0,330.7
22.9,330.7
54.6,330.6
42.4,330.6
58.6,330.6
43.6,330.6
56.3,330.6
16.3,330.5
64.9,330.5
31.2,330.5
39.6,330.5
27.8,330.4
28.8,330.4
58.4,330.3
11.6,330.3
59.1,330.2
60.3,330.2
61.8,330.2
27.3,330.2
13.0,330.2
15.9,330.2
55.3,330.1
52.4,330.1
42.7,330.1
38.5,330.0
21.4,330.0
52.2,330.0
18.6,329.9
9.6,329.9
23.1,329.9
26.4,329.8
31.9,329.8
37.8,329.8
55.4,329.8
34.0,329.8
39.1,329.8
27.8,329.7
7.6,329.7
65.7,329.7
35.1,329.7
27.3,329.6
68.0,329.6
49.3,329.5
68.5,329.5
68.3,329.5
10.2,329.5
41.6,329.5
17.4,329.4
17.6,329.4
35.8,329.4
7.7,329.4
62.0,329.3
59.5,329.3
12.1,329.3
23.5,329.3
12.3,329.3
48.5,329.2
13.7,329.2
51.3,329.1
67.2,329.1
25.9,329.1
24.8,329.1
67.8,329.0
12.6,329.0
38.6,328.9
53.2,328.9
36.4,328.9
68.6,328.9
38.3,328.9
17.6,328.8
59.0,328.8
68.8,328.8
